Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Credit_Score,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Debt_to_Income_Ratio,Expense_to_Income_Ratio,Average_Length
33,0.0,2,0,1,325,47231,22055,0,7,0.6007081574288438,1.3165191338689908,3.5
41,0.0,1,0,1,772,26279,20058,0,1,0.1790972811286218,0.2431179963391223,1.0
40,0.0,2,0,2,700,18382,19097,0,8,0.2561018131101813,0.7207917605407145,0.0
35,0.0,0,0,0,838,27398,1930,0,4,0.02703535608225472,0.5118507312153303,2.0
43,1.0,1,1,0,398,29806,11938,0,5,0.3092585876379462,0.5051551733070825,5.0
40,1.0,2,2,0,749,39737,20,1,3,0.00023599933920185023,0.6785453000731598,3.0
33,1.0,3,1,1,730,13283,3464,1,4,0.06280368409601857,1.0108057147001233,4.0
32,0.0,3,0,1,532,19795,22835,0,1,0.9453920675664487,0.5002898070712926,1.0
42,0.0,2,0,0,756,46194,25072,0,7,0.21310123838746142,0.05293532676599832,3.5
32,0.0,3,0,1,729,7400,20620,1,0,0.15886590392542085,0.3049115913555992,0.0
42,1.0,0,1,1,771,18949,7016,0,3,0.10907960199004975,0.7789179104477612,0.0
27,1.0,0,2,0,716,34832,28455,0,4,0.21221138356899946,0.06336137461965277,2.0
29,0.0,1,2,2,710,41157,15805,0,4,0.3069349231934438,1.0055735731070243,4.0
26,1.0,3,0,1,809,46165,4032,0,3,0.0273187389474968,0.34498038498282413,1.5
49,1.0,1,0,1,728,38807,3966,0,0,0.03523955075348308,0.32957776514074494,0.0
35,0.0,2,1,0,776,7743,19576,0,4,0.21692300873188244,0.25583972341651523,2.0
48,0.0,1,0,0,431,15966,14163,1,7,0.3626981484801147,0.7495198340546493,7.0
43,0.0,0,1,1,782,8851,22404,0,7,0.20569413968178188,0.09574087165691936,0.0
47,0.0,3,0,1,729,38553,17923,0,2,0.329140191721453,0.28185257281375103,1.0
26,0.0,3,0,0,824,5030,18002,0,3,0.12273142529895417,0.388033651945077,1.5
35,1.0,3,0,2,462,8730,597,0,9,0.008969890017428933,0.5747941583027826,9.0
31,0.0,1,0,1,762,19476,12515,0,0,0.10008877230304145,0.4369516710786235,0.0
40,0.0,3,0,0,843,29957,7478,0,3,0.10079253827905973,0.466788872115592,3.0
50,0.0,1,2,0,562,48265,4760,0,1,0.2139325842696629,0.9783370786516854,0.5
62,0.0,0,1,1,542,24219,10316,0,4,0.228923950913166,0.8180547233872578,2.0
27,1.0,3,2,1,754,23506,442,0,4,0.00594101991989032,0.6674372967015242,0.0
35,1.0,3,0,0,502,30227,2689,0,9,0.06167855586393559,0.209463953941785,0.0
28,0.0,0,0,0,816,43033,25684,0,4,0.3085758223802773,0.10495710887377754,0.0
44,0.0,0,1,0,722,44532,15692,0,6,0.1423271929108505,0.4827079535250742,0.0
41,0.0,3,2,2,766,32322,2278,0,0,0.04005838183832451,0.7153533683858828,0.0
29,1.0,2,1,0,789,41293,9927,0,2,0.15297018260266584,0.8328530703444025,1.0
24,1.0,1,1,0,547,18327,23476,1,3,0.4057169521110209,0.4566648808392237,0.0
33,0.0,1,0,1,744,25471,12885,0,7,0.13510112925041678,0.4802617092887924,7.0
28,0.0,3,1,2,752,21211,26096,0,5,0.24463088821185844,0.24703070072650574,2.5
39,0.0,0,0,0,558,44114,3245,0,3,0.1296133567662566,1.7585876338073174,1.5
26,0.0,3,0,0,521,43293,12486,1,1,0.47293663118821255,0.5608878451573804,0.5
41,0.0,3,0,0,822,6274,24867,0,3,0.3311185086551265,0.38348868175765644,1.5
34,0.0,2,1,2,814,41667,20376,0,8,0.3331589274035317,0.8950948332243296,4.0
41,1.0,2,2,0,795,10103,11169,0,7,0.07474902958104672,0.3125685985811806,7.0
49,1.0,3,0,0,377,1158,14227,0,9,0.3538966692370836,0.4555110569388821,9.0
48,0.0,3,0,0,710,8417,22812,1,8,0.17476843871382933,0.1321105978073502,8.0
61,0.0,1,2,0,348,28598,9742,0,1,0.16519424143251996,0.42568633103284553,0.0
34,0.0,1,2,1,818,15542,20723,1,4,0.2225097441293634,0.46836244940031996,0.0
35,1.0,3,1,0,743,44084,6748,0,1,0.05204340549587,0.18926276983827056,0.0
37,1.0,3,1,0,784,46248,17930,0,7,0.132491927081409,0.04823799776840145,7.0
49,1.0,1,0,0,847,27000,8277,0,7,0.06677584871563186,0.37156318574932234,7.0
41,0.0,3,2,0,760,23581,20034,0,9,0.14002544137998518,0.345807064875519,4.5
44,0.0,3,0,0,436,31551,853,0,4,0.013992323086512909,0.634624848266133,4.0
47,0.0,1,2,2,796,28811,4481,1,8,0.03277093983340281,0.2046556528225718,0.0
39,0.0,2,1,0,838,29976,21528,0,8,0.23023121510919087,0.3663936004106688,8.0
22,1.0,1,2,0,412,621,22219,0,0,0.3256103637269557,0.6413435329288666,0.0
35,1.0,0,0,0,814,20068,5319,0,4,0.04198834841093165,0.3917965234689528,4.0
30,0.0,1,0,0,579,20711,12268,0,7,0.5688320118699866,1.2329948532480177,7.0
30,0.0,2,0,2,775,30828,24836,1,3,0.24286873783749424,0.5288819784668642,3.0
34,1.0,0,1,1,712,20871,27941,0,2,0.5085174534997998,0.6184981618316165,2.0
44,0.0,1,2,0,846,45730,27308,1,3,0.38853793181947527,0.2830800751237835,0.0
27,1.0,1,1,0,745,5242,11787,0,6,0.12746698965080944,0.06735084512982449,6.0
45,0.0,1,1,0,321,37544,2291,0,6,0.054586609482964024,0.830879199428163,0.0
27,1.0,1,0,1,845,11761,8257,0,7,0.11503524756889298,0.5757753071971914,3.5
25,1.0,0,2,0,747,43627,15292,0,6,0.1314604037000103,0.30143392593102025,0.0
26,1.0,2,1,0,793,6346,3071,0,9,0.03318529084405831,0.5896197361169644,0.0
49,1.0,0,2,0,845,26303,10091,0,8,0.09671452395100538,0.24658321991987578,0.0
54,0.0,2,1,1,508,47784,16794,0,1,0.35100112862099236,0.5929022279814404,1.0
38,1.0,1,0,0,810,31125,14938,0,2,0.2904135155627272,0.23609464004510372,0.0
31,1.0,3,0,0,828,45688,11773,0,1,0.12327103293021308,0.10378514213915502,0.0
61,1.0,2,2,1,320,48437,15144,0,6,0.29802810249143935,0.16271106388003306,6.0
28,0.0,2,1,0,791,25054,20981,1,4,0.25351619139681003,0.6785886901884969,4.0
67,0.0,3,0,2,511,40639,5863,0,4,0.0871445770597066,0.5309829218626911,2.0
45,1.0,1,2,2,775,42331,7584,1,5,0.10941354685133088,0.7070331097165116,0.0
49,1.0,2,0,1,774,915,1251,0,2,0.00910685817032955,0.08814215725527594,2.0
33,0.0,3,1,1,722,1760,29847,1,7,0.32565929449760506,0.651907780602503,3.5
29,1.0,3,0,0,337,42551,29481,0,0,0.6246768657032674,1.214645929567318,0.0
29,0.0,1,0,0,421,9798,20528,0,4,0.3418940075280637,0.19346457479764165,2.0
48,1.0,0,0,1,725,5109,19036,0,4,0.21941998247959796,0.6380653787634285,4.0
29,1.0,1,2,0,846,33846,24485,0,0,0.211088504577823,0.4274703863992965,0.0
31,0.0,0,1,1,739,17181,4736,0,3,0.05923480044526159,0.7451877978312258,1.5
41,1.0,2,0,1,839,45547,27244,1,2,0.18610179448470895,0.25197926130347764,1.0
44,1.0,0,1,1,707,30855,3469,0,8,0.03355191891055401,0.4763231197771588,4.0
46,1.0,2,1,0,364,13525,28171,0,1,1.2800926977779796,2.4815740446221657,0.5
47,1.0,1,0,1,821,36535,28211,1,1,0.3016670765743127,0.5607536597623961,0.0
43,0.0,3,0,1,777,34922,18232,0,3,0.14929210713788557,0.32750587522415925,0.0
28,0.0,2,2,0,803,26642,29442,0,6,0.20420449580035926,0.14981377315697847,6.0
25,0.0,3,1,0,805,18761,24268,1,4,0.2797818743587083,0.6866115588143742,4.0
32,0.0,0,1,0,769,6969,28775,0,9,0.31733515665494005,0.5603184931129173,4.5
26,0.0,2,1,0,790,2875,25132,0,1,0.2710935646020754,0.1377257135460488,0.0
48,1.0,3,0,0,505,45660,14121,0,4,0.21949513476544286,0.6530295022849504,4.0
25,0.0,2,0,0,769,25733,4873,1,0,0.03548102897168362,0.4073364836429034,0.0
27,0.0,2,2,0,724,42275,24456,0,6,0.1927460159833546,0.4132028183666714,0.0
43,0.0,2,1,2,842,22,6397,1,4,0.0674789029535865,0.1788607594936709,0.0
63,0.0,1,1,0,340,19535,7292,0,1,0.14337114881736499,0.388352568765852,0.0
35,1.0,1,0,0,448,36018,28862,0,7,0.4764986544716118,0.4106915850819699,3.5
47,0.0,1,1,1,747,37929,18276,0,1,0.1442303139353189,0.0809697428855533,0.0
63,0.0,1,2,2,334,45652,6476,0,8,0.11559538046873606,0.7978865822965567,4.0
41,1.0,3,0,0,750,5080,4880,0,4,0.09724602447092583,0.579889203299988,2.0
34,0.0,3,2,2,756,3630,29022,1,4,0.5424571503336386,0.19850096259882993,4.0
44,1.0,2,0,0,797,16320,4328,0,6,0.040193538201506326,0.4813194773354136,0.0
48,1.0,2,0,0,804,31033,26697,0,6,0.48988017689047103,0.4403912141952768,3.0
31,0.0,1,0,0,843,44153,10501,0,9,0.0806658524032294,0.1378102458921946,9.0
60,0.0,2,0,0,573,38150,29795,1,4,0.6264586530981266,0.9466579760728328,0.0
38,1.0,0,1,0,353,6338,9781,0,0,0.15032890692241485,0.6276281814828476,0.0
47,0.0,3,2,1,792,37856,2237,0,1,0.015406442193128051,0.23413384389699654,0.5
33,0.0,1,2,2,800,49247,5078,0,4,0.06242086759843149,0.686506619463805,4.0
25,0.0,1,2,0,753,19853,14514,0,4,0.23120669056152926,0.82389486260454,0.0
42,1.0,3,2,1,797,36672,11818,0,2,0.1200918624502073,0.5398341598244045,2.0
41,0.0,0,2,0,714,40481,13729,0,0,0.19351337637076085,0.5248498858286584,0.0
45,0.0,0,1,0,741,5252,4625,1,9,0.07912475193321016,0.7910080065694929,0.0
43,1.0,1,1,0,720,26712,24653,0,1,0.3411282846033569,0.23130249484564613,1.0
27,0.0,1,2,1,432,37481,11456,0,7,0.3035103987283084,1.0278447476486952,0.0
25,0.0,1,0,1,716,49651,20200,1,1,0.35060314154300093,0.24868523821921373,0.0
25,1.0,1,1,0,708,15108,5844,0,9,0.0832217823474125,0.44122924439634303,4.5
56,1.0,3,0,0,436,38106,21347,0,4,0.7597337888817709,1.593423019431988,4.0
42,0.0,2,1,0,800,15727,28099,0,0,0.19166990675370563,0.11533345611557902,0.0
35,0.0,1,2,0,718,114,10217,0,9,0.10023348899266177,0.13197033316328532,4.5
37,1.0,1,0,0,811,47433,29397,0,3,0.20649471066717243,0.13250727019850803,1.5
33,0.0,1,0,0,838,41099,3569,0,4,0.03178660491628073,0.1940862130388315,4.0
45,1.0,0,1,1,484,10116,3731,0,5,0.08400126080691643,1.1385086455331412,5.0
47,0.0,0,0,0,808,16205,21636,0,9,0.15340655289037627,0.25925111850081894,0.0
41,0.0,3,0,0,703,26772,4363,1,6,0.029149240369326153,0.17317174200617325,3.0
60,1.0,2,2,1,300,31009,5196,1,4,0.13456259387786812,0.6973636504894598,0.0
50,0.0,2,0,2,573,44146,9850,0,5,0.4320364928286328,2.236413877801658,5.0
37,0.0,2,2,1,574,27227,6571,1,3,0.20457658779576587,0.5308841843088419,0.0
40,0.0,2,1,0,776,31482,18042,0,5,0.23181292560709238,0.17360914814338943,2.5
43,0.0,0,0,2,842,9629,27905,0,5,0.20438432015937655,0.2202560571880585,0.0
49,0.0,3,0,1,336,34135,23157,1,4,0.4957610789980732,0.971868978805395,0.0
28,1.0,2,0,1,334,46059,25661,0,6,0.9363278114281545,1.280303583156973,6.0
38,1.0,0,1,2,703,41892,28458,0,8,0.2963418062917183,0.23454926013474817,0.0
36,0.0,0,0,0,762,49333,13919,0,8,0.13378894047310091,0.5310418408835318,8.0
32,0.0,1,1,0,717,23876,20829,0,7,0.20661640710247,0.45412161491915487,7.0
64,0.0,1,0,0,535,21254,1658,0,1,0.026912963023082166,0.2845826705191053,0.5
47,0.0,2,0,0,706,22184,29027,0,9,0.2849276073619632,0.5472588957055214,4.5
25,0.0,3,1,0,796,967,19576,0,5,0.2786063987248093,0.31031538198793124,0.0
30,0.0,0,1,1,751,40174,23530,0,2,0.2025044106889281,0.4283833211411851,0.0
36,0.0,2,0,0,724,32571,8535,0,9,0.06278320484905549,0.0949802860001177,9.0
26,0.0,2,0,0,547,13634,9953,0,3,0.22219493682189578,0.7104522927177747,3.0
42,0.0,0,0,0,817,49069,15540,1,5,0.27839982801555024,0.752002006485247,0.0
25,0.0,3,1,0,382,45836,16097,0,4,0.25883998777918926,0.7347923266172475,2.0
48,0.0,1,0,0,474,10898,17048,0,9,0.5816048034934498,1.3624454148471616,0.0
44,0.0,0,2,0,776,11782,4340,0,8,0.045082478082021024,0.5576931067436739,8.0
43,1.0,1,1,0,783,20075,25455,0,5,0.35325219611707076,0.6636228645970663,5.0
47,0.0,2,1,0,765,8743,1797,0,8,0.03283751187778671,0.6381112491776917,4.0
22,0.0,3,1,0,470,29968,4415,0,7,0.0903269364540284,0.22709603502598305,0.0
46,0.0,3,1,0,739,49692,28823,0,1,0.2176141940354851,0.35180067950169874,0.0
44,0.0,1,0,1,715,12612,19794,0,1,0.1472143510564716,0.11325553894553649,0.5
29,0.0,1,0,0,404,28436,7021,0,9,0.1572875128814015,0.3846946547784399,9.0
43,0.0,1,0,0,763,45733,28030,1,2,0.306211627957788,0.2941729117961939,1.0
54,0.0,3,0,0,584,15354,4024,0,6,0.059216528828325045,0.13314889484062747,6.0
26,0.0,3,0,1,796,40936,11547,0,8,0.16465136175673747,0.7696563524882362,8.0
28,0.0,3,1,0,700,43014,19346,0,8,0.16275059098671646,0.06652701713651162,8.0
47,1.0,1,0,0,724,4909,12182,0,5,0.08570905918442012,0.1478344074522275,0.0
38,1.0,3,0,1,482,11797,10422,0,0,0.3237349734414314,1.4201845121610288,0.0
46,0.0,0,1,0,785,42848,16811,0,6,0.1724063666570948,0.514419329696025,0.0
22,0.0,2,0,1,407,34509,25194,0,6,0.4794382385963577,0.1511731907362652,0.0
24,1.0,3,2,0,491,39859,24742,0,4,0.5268514969549849,0.7785869426344704,4.0
36,0.0,3,1,1,772,34211,17732,1,4,0.17552612302270792,0.24196709627605867,0.0
58,0.0,1,1,0,448,5446,22430,0,8,0.5259085580304806,1.2844079718640093,0.0
35,1.0,3,0,0,847,47133,6979,0,7,0.05912502753350616,0.07035022619834291,3.5
38,1.0,3,1,0,821,36555,13911,0,1,0.16358953854837952,0.28519685780140175,0.5
38,1.0,0,0,1,811,33997,27959,0,1,0.3791770641206466,0.328089400021699,1.0
56,1.0,3,2,0,508,5815,14529,0,8,0.5218937461834118,1.6944574158554546,8.0
27,1.0,1,0,0,763,45993,19767,0,4,0.2692024840660239,0.7120444517077954,2.0
47,1.0,3,0,1,848,4504,10711,0,0,0.10935729235795599,0.6109959671244065,0.0
27,1.0,3,2,0,790,32345,13781,0,3,0.12695999852597056,0.5516555193189984,3.0
28,0.0,0,0,0,803,29117,936,0,3,0.008572606127215276,0.3033383706553098,1.5
46,0.0,3,1,0,766,16553,4605,0,9,0.042981146163897706,0.4132910210938958,9.0
56,0.0,0,0,0,452,12678,16178,0,2,0.7039115868250446,1.9370839316016186,0.0
41,0.0,3,0,0,321,32406,22728,0,0,0.4445313722422156,0.8775621968393053,0.0
33,1.0,1,0,0,707,22680,4334,1,8,0.030579701964326033,0.32563784149920977,0.0
50,0.0,3,2,1,464,12336,21530,0,4,0.5723932578295315,1.2585739352368799,0.0
28,0.0,1,2,0,834,29966,3852,0,3,0.03886943623172319,0.3781596553011574,3.0
20,0.0,2,0,1,528,8741,14703,0,4,0.31283644332858146,1.234494350943637,0.0
30,0.0,3,1,0,750,8567,15691,0,5,0.1641987840227708,0.5698559035589833,5.0
30,1.0,3,0,1,797,31983,25920,1,2,0.339031823473245,0.3788994545668581,2.0
48,0.0,2,2,0,759,23299,21795,1,4,0.26832541304508406,0.6275823012335952,4.0
60,1.0,1,1,1,537,44138,21227,0,2,0.3118774058946255,0.5516734741853017,1.0
28,0.0,1,1,0,705,42010,23271,0,4,0.26359548270901534,0.387390550842178,0.0
28,0.0,0,1,0,778,22730,24391,0,2,0.42196041796415473,0.3269669919036745,0.0
37,0.0,1,1,0,764,16173,9732,0,4,0.12539782757154455,0.6065791338633406,4.0
41,0.0,3,0,0,715,49714,27856,1,2,0.4173496142033111,0.4172896846205708,2.0
35,1.0,2,0,1,739,875,2569,0,0,0.032079618391149076,0.3268150146100247,0.0
20,1.0,0,1,1,574,10965,14203,0,8,0.22759029580489057,0.8468416498413615,8.0
52,1.0,2,0,0,561,34694,12127,0,5,0.48022017186076904,1.352868966063438,2.5
36,0.0,3,2,0,811,23103,8955,1,3,0.12282097351565607,0.22235328002633348,1.5
64,0.0,1,1,0,446,30401,17538,1,7,0.29995895190531574,0.47821030307176576,7.0
40,0.0,2,0,1,785,33666,11479,0,6,0.1143076218358527,0.5385672462209476,0.0
41,0.0,1,0,0,401,15918,24313,0,0,0.3516335710050186,0.7691884934122037,0.0
57,0.0,2,0,0,381,42977,3047,0,8,0.055153314267096264,0.91793070991565,8.0
48,0.0,1,0,0,731,24581,15744,0,4,0.1076012520674148,0.11449035662051149,0.0
63,1.0,3,2,0,404,49269,28660,0,3,0.9477513227513228,0.6063492063492063,1.5
48,1.0,0,1,0,790,32245,27926,0,0,0.24390158694114256,0.43840449968121437,0.0
30,1.0,0,1,1,716,2495,21921,0,7,0.3567987239167942,0.15625508642859468,3.5
22,0.0,0,1,0,554,1293,3084,0,2,0.05838144817794605,0.8402839564600094,2.0
44,1.0,3,1,0,770,35329,7767,1,2,0.07018415773588997,0.28648365351598504,0.0
43,0.0,3,0,1,700,35370,10922,0,5,0.07817510306917086,0.24461749885478698,2.5
31,1.0,2,2,0,785,43335,20397,0,7,0.1664422629684937,0.2879874660334402,0.0
47,0.0,3,1,2,538,44065,24418,0,5,0.37744423662529175,0.8298888596911567,5.0
49,1.0,0,1,0,766,6348,6670,0,3,0.11652690426275332,0.17253668763102725,1.5
25,0.0,2,0,2,744,36479,21535,0,0,0.22032268295427807,0.5927380988919922,0.0
19,0.0,2,0,0,481,38347,8791,0,0,0.35397624320515403,1.7336823032011275,0.0
25,0.0,3,0,0,523,25905,16774,0,0,0.47141813276375694,0.7699398572311843,0.0
28,0.0,2,1,0,813,38393,6835,0,4,0.05412189501856852,0.32591912201379375,2.0
48,1.0,2,0,0,703,40063,27051,1,0,0.19092218003190153,0.1376282766116624,0.0
39,1.0,0,0,0,753,25177,29625,0,5,0.20875024662476394,0.36790777643112826,0.0
38,0.0,1,0,0,707,47673,6366,0,0,0.05094960263151576,0.1557780498931547,0.0
30,1.0,0,1,0,818,8085,9011,1,7,0.06532787182368507,0.13910900061623227,0.0
66,0.0,2,2,1,582,1190,1059,0,1,0.03162987963322481,1.4845434724171918,0.0
30,0.0,3,1,0,731,30307,13539,1,7,0.13004389545773262,0.15848469422059147,0.0
36,1.0,1,1,0,847,28243,9001,1,1,0.12681751577998196,0.4030658250676285,0.5
41,0.0,3,0,1,735,11718,9163,0,4,0.06347370098158064,0.17747421359250204,2.0
57,0.0,2,0,0,398,26060,25699,0,8,0.5200752823086575,0.8791030881936294,8.0
25,0.0,0,0,0,825,37855,13470,1,2,0.10988742046010769,0.3398923152227117,0.0
54,0.0,2,0,0,392,46639,11523,0,6,0.16733466933867736,0.1110046179315152,3.0
34,0.0,2,1,0,806,18664,28595,0,3,0.43624519436138404,0.3747482760724965,3.0
46,0.0,1,0,1,835,48527,15783,1,0,0.30279136690647485,1.036201438848921,0.0
48,0.0,2,0,1,834,31809,23165,0,8,0.28237603003559414,0.50758203715442,4.0
28,0.0,1,0,1,819,14316,26600,0,8,0.24875621890547264,0.05734485467399843,4.0
27,0.0,2,1,0,737,3449,9705,0,2,0.10540091445203471,0.09800493065586412,2.0
39,0.0,0,0,0,706,20418,25902,0,0,0.28350645228374727,0.10704552171010147,0.0
29,0.0,1,0,0,717,24311,16990,0,6,0.11666872673835717,0.2917061513740678,3.0
44,0.0,2,2,0,494,39040,21333,0,8,0.3422150213353011,0.30453335044435176,4.0
48,0.0,0,1,0,732,45396,21402,0,8,0.2830690280000529,0.2093456955043845,8.0
33,0.0,3,2,1,587,16336,3133,0,4,0.06600514052163654,0.1812665908229048,4.0
39,0.0,3,1,1,810,10346,19265,0,2,0.16786184181864125,0.4164611778647172,0.0
48,0.0,1,0,0,786,35590,5068,0,8,0.04336887504492632,0.20609628780228995,0.0
45,1.0,0,0,1,813,33406,14877,0,1,0.12619390957672408,0.2653660191704131,0.0
40,1.0,3,2,0,738,7899,16605,0,7,0.32651014629542235,0.8853232656913639,3.5
33,0.0,1,0,0,746,44208,29298,0,6,0.28035022247739344,0.17981914740921487,0.0
40,1.0,0,0,1,833,10567,16490,0,3,0.18623088564136156,0.15639328710500758,3.0
42,0.0,1,0,0,777,7949,2205,0,8,0.020870009654154125,0.08541086944176274,8.0
40,0.0,2,0,0,793,16592,11230,0,5,0.08444815424759929,0.1932005324068852,5.0
28,0.0,2,1,0,790,28524,23422,0,2,0.2164675003003669,0.35711315052541104,0.0
66,0.0,0,1,1,571,15887,10862,0,2,0.17361699406997746,0.7526493294758883,2.0
28,0.0,3,2,0,525,36239,24853,1,3,0.3873114324897145,0.11987283381124549,1.5
41,1.0,2,2,1,328,11668,442,0,3,0.010616833205226748,1.1091468101460416,0.0
64,0.0,2,0,0,520,29738,29557,0,3,1.2170386230750228,0.24755002882319033,3.0
42,1.0,2,1,0,819,18904,19815,1,2,0.325818863456985,0.7125098658247829,0.0
48,1.0,3,0,0,702,35272,150,0,3,0.0012478059412200215,0.4448178619261133,1.5
41,0.0,2,1,1,577,21493,11929,0,0,0.22755279171356085,0.11971844419434217,0.0
46,0.0,0,1,1,841,34764,29728,1,4,0.4311842773225034,0.3726448618463993,2.0
48,0.0,3,1,0,717,10979,13770,0,7,0.0981664195277746,0.2527090224706285,7.0
28,0.0,3,2,0,818,36631,26476,0,2,0.18598182048075979,0.07729807948973715,1.0
39,1.0,1,0,0,782,26645,8284,0,0,0.16309333963341405,0.3798948674029886,0.0
46,1.0,1,1,1,843,12661,15645,0,0,0.19203623464139735,0.5317359977414722,0.0
51,0.0,3,2,1,454,10514,4405,0,7,0.10263041401644882,0.8773327741664919,7.0
31,0.0,0,1,0,748,5462,28105,0,5,0.23124835439705108,0.06881911532385467,5.0
36,0.0,1,2,1,757,33323,3794,0,0,0.06261242676788514,0.9303737932172621,0.0
34,0.0,1,1,0,525,17992,24163,0,9,0.5659577458190846,1.3047266594837683,9.0
33,0.0,2,2,1,837,10386,6316,0,0,0.11663896583564173,0.7769529085872576,0.0
34,0.0,2,1,2,779,37031,8416,0,3,0.057432985750941745,0.28620953212862366,1.5
26,1.0,0,1,0,767,46909,7154,0,0,0.09463964440681553,0.5710128055878929,0.0
56,1.0,1,0,0,414,20009,4632,0,0,0.08947785268607414,0.6328355902408871,0.0
67,0.0,0,1,0,332,69,17446,0,5,0.2545412101139497,0.16405258320080537,2.5
30,1.0,0,1,2,785,9189,1437,0,5,0.013982543713693552,0.40213678956125753,0.0
68,0.0,1,2,0,449,23679,16238,0,6,0.28369265173486147,1.037772109437786,3.0
41,1.0,3,2,0,736,33904,22684,0,1,0.4362056035228737,1.011633944195527,0.5
42,0.0,1,1,0,523,48516,27428,0,5,0.4902847541247341,0.33913090109575816,0.0
45,0.0,3,1,1,406,18468,13888,0,2,0.3012450652900091,0.9034749034749034,0.0
62,0.0,2,1,0,421,47559,10234,0,5,0.14639658970617686,0.672045317998455,2.5
28,0.0,1,0,0,818,21210,17449,0,3,0.1752963632710468,0.5424954792043399,3.0
46,0.0,1,0,0,344,21106,8052,0,1,0.16210013488212913,0.56553862259175,1.0
32,1.0,3,1,1,347,41931,2246,0,8,0.040352137980596475,0.127200862378728,8.0
47,0.0,0,0,1,791,48852,7038,0,4,0.052755456944111295,0.11531542336291677,4.0
51,0.0,3,0,0,439,1557,8973,0,5,0.39339734315401814,2.5058529527817965,5.0
25,1.0,1,0,0,724,34308,26949,0,2,0.5042474365691191,0.39068931966170195,0.0
33,0.0,1,1,0,577,48827,27780,1,7,0.416791694172718,0.38636500030006604,7.0
32,0.0,3,2,0,819,20531,11550,0,3,0.11585102861670862,0.4549785851128921,0.0
56,1.0,1,1,0,306,24542,25709,0,2,0.7710695219242997,1.500449883030412,2.0
29,1.0,0,2,2,832,1731,9767,1,5,0.11060528848876054,0.5328350603023612,0.0
44,0.0,2,1,0,786,20891,17895,0,2,0.136124021572938,0.4312153414320597,1.0
26,0.0,1,1,1,837,10282,8717,1,9,0.06840403659933769,0.25745091576816237,0.0
46,1.0,2,0,1,849,46147,7271,0,4,0.05759983522533727,0.3518255923569906,0.0
29,0.0,3,2,2,832,36892,19109,0,2,0.3192548659259878,0.8743129228970011,1.0
34,1.0,2,0,0,775,9691,1363,0,2,0.011920483466123262,0.17348107852826194,1.0
49,0.0,3,1,1,728,26240,16936,0,0,0.31034798702607613,0.15898554177127044,0.0
38,0.0,3,0,0,776,16702,17891,1,0,0.16830034617700182,0.4858518964479229,0.0
26,0.0,0,1,0,748,13797,11194,0,1,0.09834567705999667,0.0934081863946654,0.5
36,0.0,0,0,2,550,40871,21938,0,4,0.3335816923895689,0.8342431384475024,2.0
29,1.0,2,2,1,840,33274,26157,0,9,0.40739183253901506,0.4601439117839454,4.5
38,1.0,0,2,0,426,27086,23230,1,2,0.3841193200608506,0.7448905350882995,1.0
54,1.0,2,0,1,511,34239,13312,1,3,0.198006842183549,0.21401160196340918,3.0
48,1.0,3,0,0,761,7047,1274,0,1,0.009729572861059561,0.3312942470272871,1.0
29,1.0,1,0,1,793,33859,15527,0,7,0.12054937035139206,0.26980947500815206,3.5
55,1.0,3,0,0,348,4511,1672,0,7,0.046281174744650815,0.4318100035984167,7.0
41,0.0,0,1,0,736,610,26494,0,6,0.1911433683481473,0.23790834583862402,3.0
38,0.0,1,0,0,840,33015,15709,1,6,0.11911586290567182,0.1916287534121929,3.0
28,1.0,1,1,0,800,49531,16790,0,7,0.11210822215990278,0.17827811385761788,7.0
48,0.0,0,2,1,571,35481,20466,0,6,0.4688659793814433,0.685085910652921,0.0
42,1.0,3,1,0,720,8174,22881,0,3,0.3512318673727838,0.37025097858623074,3.0
42,0.0,1,2,1,742,43078,11564,0,5,0.10955841252096143,0.2710348551884871,0.0
60,0.0,3,0,0,301,10869,18327,0,8,0.27600903614457833,0.1024698795180723,4.0
34,0.0,2,1,1,313,18582,26857,0,1,1.048691917219836,0.6967590784849668,1.0
38,1.0,2,2,0,810,14451,23453,0,3,0.3619960486509847,0.22800518614558252,1.5
30,1.0,1,0,1,730,21716,25187,0,8,0.22849911093370107,0.22872591356098268,4.0
47,1.0,2,0,0,462,21794,22635,0,1,0.3473330468941812,0.3791431377363123,1.0
43,0.0,1,0,0,748,29003,28263,0,1,0.28575039430581956,0.5613701621709063,1.0
42,0.0,3,1,1,836,36407,5144,0,5,0.04169672602884077,0.30727828349558634,2.5
32,0.0,1,1,0,737,28126,4329,0,1,0.041335255755330425,0.3356090481146578,0.5
54,0.0,3,0,0,383,24770,7400,0,4,0.10903197288934728,0.27263886842493,4.0
40,0.0,0,2,1,813,43918,25502,1,3,0.2649778682903514,0.3436337565719748,0.0
30,0.0,3,1,0,567,8073,16806,0,3,0.33271301868862846,0.2513462147608489,0.0
32,0.0,1,1,1,417,42004,4576,0,0,0.20961978928080624,1.8343563902885938,0.0
25,1.0,3,0,0,782,23996,23068,1,7,0.2178445963812186,0.1507196011030106,0.0
25,1.0,3,1,1,717,44519,17775,0,1,0.33338960162052667,1.0207067296871484,0.0
26,0.0,3,2,2,776,22551,15549,1,5,0.2568596679606839,0.2771289336747336,5.0
